// Note : 키(ID)와 내용은 반드시 탭으로 구분되어야 합니다.
//
IN_000_000	Swords [Dex]
IN_450_036	Super Lunch Box - A&E
IN_450_037	Super Lunch Box - D&E
IN_450_038	Name Change Card
IN_450_039	Gender Change Card
IN_450_040	TokyoII Access Card Box[7D]
IN_450_041	Tokyo Access Card Box [7D]
IN_450_042	Locker Rental Card [30D]
IN_450_043	Locker Rental Card [7D]
IN_450_044	Buddy Teleport Card[10P]
IN_450_045	Buddy Teleport Card [30D]
IN_450_046	Start Point Card [10P]
IN_450_047	Start Point Card [30D]
IN_450_048	Back Point Card[10P]
IN_450_049	Back Point Card [30D]
IN_450_050	Emergency Locker Link Card[10P]
IN_450_051	Emergency Locker Link Card [30D]
IN_450_052	Inventory Expansion Card
IN_450_053	Ranny Owl (Permanent) Box
IN_450_054	Ranny Parrot (Permanent) Box
IN_450_055	White Baby Tiger Box
IN_450_056	Ranny Bear Box
IN_450_057	Siberian Husky Card Box
IN_450_058	Scroll of PET Take Potion
IN_450_059	Scroll of PET Attack Aid
IN_450_060	Scroll of PET Defense Aid
IN_450_061	Scroll of PET Collect Potion
IN_450_062	Scroll of PET Collect Rare
IN_450_063	Scroll of PET Collect Enhancer
IN_450_064	Pet Dual Skill Card
IN_450_065	Scroll of PET HP Recovery
IN_450_066	Scroll of PET Rejuvenation (HP+MP+SP)
IN_450_067	Scroll of PET Collect All
IN_450_068	Scroll of PET Collect Gold
IN_450_069	PET Name Card
IN_450_070	PET Color Card
IN_450_071	PET Style Card
IN_450_072	Superior HP Recovery Potion[500]
IN_450_073	Superior Rejuvenation Potion[500]
IN_450_074	HP Recovery Potion [500]
IN_450_075	Upgraded HP Recovery Potion [500]
IN_450_076	Rejuvenation Potion [500]
IN_450_077	Upgraded Rejuvenation Potion [500]
IN_450_078	Hair Style Card
IN_450_079	BIKE Color Change Card
IN_450_080	Hair Color Card
IN_450_081	Bone Resurrection String(Lv195~ )[7D]
IN_450_082	Spatial Resurrection Rosary(Lv195~ )[7D]
IN_450_083	Azrael Resurrection Rosary(Lv195~ )[7D]
IN_450_084	Soul Resurrection Rosary(Lv195~ )[7D]
IN_450_085	Bone Resurrection String(Lv195~ )[15D]
IN_450_086	Spatial Resurrection Rosary(Lv195~ )[15D]
IN_450_087	Azrael Resurrection Rosary(Lv195~ )[15D]
IN_450_088	Soul Resurrection Rosary(Lv195~ )[15D]
IN_450_089	Hero's Sword [15D]
IN_450_090	Hero's Blade [15D]
IN_450_091	Hero's Vital Sword [15D]
IN_450_092	Hero's Bow [15D]
IN_450_093	Hero's Power Bow [15D]
IN_450_094	Hero's Vital Bow [15D]
IN_450_095	Hero's Cestus [15D]
IN_450_096	Hero's Heavy Cestus [15D]
IN_450_097	Hero's Vital Cestus [15D]
IN_450_098	Hero's Spear [15D]
IN_450_099	Hero's Staff [15D]
IN_450_100	Hero's Gun [15D]
IN_450_101	Hero's Railgun [15D]
IN_450_102	Hero's Portal Gun [15D]
IN_450_103	Hero's Rake Scythe [15D]
IN_450_104	Hero's Havoc Dual Blade [15D]
IN_450_105	Hero's Crimson Shuriken [15D]
IN_450_106	Hero's Sword [15D] Box
IN_450_107	Hero's Blade [15D] Box
IN_450_108	Hero's Vital Sword [15D] Box
IN_450_109	Hero's Bow [15D] Box
IN_450_110	Hero's Power Bow [15D] Box
IN_450_111	Hero's Vital Bow [15D] Box
IN_450_112	Hero's Cestus [15D] Box
IN_450_113	Hero's Heavy Cestus [15D] Box
IN_450_114	Hero's Vital Cestus [15D] Box
IN_450_115	Hero's Spear [15D] Box
IN_450_116	Hero's Staff [15D] Box
IN_450_117	Hero's Gun [15D] Box
IN_450_118	Hero's Railgun [15D] Box
IN_450_119	Hero's Portal Gun [15D] Box
IN_450_120	Hero's Rake Scythe [15D] Box
IN_450_121	Hero's Havoc Dual Blade [15D] Box
IN_450_122	Hero's Crimson Shuriken [15D] Box
IN_450_123	Get Luxy S5
IN_450_124	I-phong 6
IN_450_125	Special Gentleman's Glasses (7D)
IN_450_126	Special Ladies's Hair (7D)
IN_450_127	1 P Card(Event)
IN_450_128	3 P Card(Event)
IN_450_129	Ring of Blue Light (Lv. 220~)(1D)
IN_450_130	Ring of Blue Light (Lv. 220~)(7D)
IN_450_131	Reform Card
IN_450_132	Range Grindstone Box
IN_450_133	Fine Range Grindstone Box
IN_450_134	Finest Range Grindstone Box
IN_450_135	Range Coating Oil Box
IN_450_136	Fine Range Coating Oil Box
IN_450_137	Finest Range Coating Oil Box
IN_450_138	EXP Random Lunch Box
IN_450_139	EXP Random Lunch Box [10]
IN_450_140	Sealed Card
IN_450_141	Sealed Card Box
IN_450_142	Contribution Point
IN_450_143	100`000 Contribution Points
IN_450_144	90`000 Contribution Points
IN_450_145	80`000 Contribution Points
IN_450_146	70`000 Contribution Points
IN_450_147	60`000 Contribution Points
IN_450_148	50`000 Contribution Points
IN_450_149	40`000 Contribution Points
IN_450_150	30`000 Contribution Points
IN_450_151	20`000 Contribution Points
IN_450_152	10`000 Contribution Points
IN_450_153	Transfer Upgrade Card
IN_450_154	Transfer Random Value(RV) Card
IN_450_155	Pet Dual Skill Card
IN_451_000	GS_Billing Item
IN_451_001	Signus Box
IN_451_002	Active Scooter Box
IN_451_003	Hyper Force Box
IN_451_004	Free Wing Scooter Box
IN_451_005	Optimus
IN_451_006	Sector 9 Card
IN_451_007	1+1 Sector 9 Card Pack
IN_451_008	Sector 9 card Box
IN_451_009	Bone Resurrection String [7D]
IN_451_010	Spatial Resurrection Rosary [7D]
IN_451_011	Azrael Resurrection Rosary [7D]
IN_451_012	Soul Resurrection Rosary [7D]
IN_451_013	Improved Adoniechus Bracelet C (1H)
IN_451_014	Improved Adoniechus Bracelet C (3H)
IN_451_015	Improved Adoniechus Bracelet C (5H)
IN_451_016	Improved Adoniechus Bracelet S (Lv190~ ) (1H)
IN_451_017	Improved Adoniechus Bracelet S (Lv190~ ) (3H)
IN_451_018	Improved Adoniechus Bracelet S (Lv190~ ) (5H)
IN_451_019	Improved Adoniechus Bracelet C Box (1H)
IN_451_020	Improved Adoniechus Bracelet C Box (3H)
IN_451_021	Improved Adoniechus Bracelet C Box (5H)
IN_451_022	Improved Adoniechus Bracelet S Box (Lv190~ ) (1H)
IN_451_023	Improved Adoniechus Bracelet S Box (Lv190~ ) (3H)
IN_451_024	Improved Adoniechus Bracelet S Box (Lv190~ ) (5H)
IN_451_025	Bone Resurrection String(Lv195~)[7D]
IN_451_026	Spatial Resurrection Rosary(Lv195~ )[7D]
IN_451_027	Azrael Resurrection Rosary(Lv195~ )[7D]
IN_451_028	Soul Resurrection Rosary(Lv195~ )[7D]
IN_451_029	Bone Resurrection String(Lv195~ )[15D]
IN_451_030	Spatial Resurrection Rosary(Lv195~ )[15D]
IN_451_031	Azrael Resurrection Rosary(Lv195~ )[15D]
IN_451_032	Soul Resurrection Rosary(Lv195~ )[15D]
IN_451_033	Snow Red Bike (7D)
IN_451_034	Snow Blue Bike (7D)
IN_451_035	Adoniechus Costume Box (SG)[1D]
IN_451_036	Adoniechus Jacket (SG)[1D]
IN_451_037	Adoniechus Pants (SG)[1D]
IN_451_038	Adoniechus Gloves (SG)[1D]
IN_451_039	Adoniechus Shoes (SG)[1D]
IN_451_040	Adoniechus Costume Box (SG)[7D]
IN_451_041	Adoniechus Jacket (SG)[7D]
IN_451_042	Adoniechus Pants (SG)[7D]
IN_451_043	Adoniechus Gloves (SG)[7D]
IN_451_044	Adoniechus Shoes (SG)[7D]
IN_451_045	Adoniechus Costume Box (MP)[1D]
IN_451_046	Adoniechus Jacket (MP)[1D]
IN_451_047	Adoniechus Pants (MP)[1D]
IN_451_048	Adoniechus Gloves (MP)[1D]
IN_451_049	Adoniechus Shoes (MP)[1D]
IN_451_050	Adoniechus Costume Box (MP)[7D]
IN_451_051	Adoniechus Jacket (MP)[7D]
IN_451_052	Adoniechus Pants (MP)[7D]
IN_451_053	Adoniechus Gloves (MP)[7D]
IN_451_054	Adoniechus Shoes (MP)[7D]
IN_451_055	Adoniechus Costume Box (PH)[1D]
IN_451_056	Adoniechus Jacket (PH)[1D]
IN_451_057	Adoniechus Pants (PH)[1D]
IN_451_058	Adoniechus Gloves (PH)[1D]
IN_451_059	Adoniechus Shoes (PH)[1D]
IN_451_060	Adoniechus Costume Box (PH)[7D]
IN_451_061	Adoniechus Jacket (PH)[7D]
IN_451_062	Adoniechus Pants (PH)[7D]
IN_451_063	Adoniechus Gloves (PH)[7D]
IN_451_064	Adoniechus Shoes (PH)[7D]
IN_451_065	3000 Reward Box Season 2
IN_451_066	Jack-O'-Lantern box
IN_451_067	Odd Stone (100EA) Box
IN_451_068	Weapon Refining Stone (100EA) Box
IN_451_069	Armor Refining Stone (100EA) Box
IN_451_070	Accessory Refining Stone (100EA) Box
IN_451_071	Low Halla Crystal (100EA) Box
IN_451_072	Low Baekdu Crystal (100EA) Box
IN_451_073	Low Seorak Crystal (100EA) Box
IN_451_074	Bonus Box
IN_451_075	Figure Skater Costume (7D) Box
IN_451_076	Figure Skater Top (7D)
IN_451_077	Figure Skater Bottom (7D)
IN_451_078	Figure Skater Gloves (7D)
IN_451_079	Figure Skater Shoes (7D)
IN_451_080	Figure Skater Costume (1D) Box
IN_451_081	Figure Skater Top (1D)
IN_451_082	Figure Skater Bottom (1D)
IN_451_083	Figure Skater Gloves (1D)
IN_451_084	Figure Skater Shoes (1D)
IN_451_085	Oblivion Potion Random Box
IN_451_086	EXP Random Lunch Box [10]
IN_451_087	Car's fuel (100%)(10ea)Box
IN_451_088	BIKE Fuel(100%)(10ea)Box
IN_451_089	Premium Random Box
IN_451_090	Minotaurus Hat
IN_451_091	Fedora
IN_451_092	Premium HP Potion (2000P)
IN_451_093	Premium HP Potion
IN_451_094	Dandy A Costume Box (M) (1D)
IN_451_095	Dandy A Top (M) (1D)
IN_451_096	Dandy A Bottom (M) (1D)
IN_451_097	Dandy A Gloves (M) (1D)
IN_451_098	Dandy A Shoes (M) (1D)
IN_451_099	Dandy B Costume Box (M) (1D)
IN_451_100	Dandy B Top (M) (1D)
IN_451_101	Dandy B Bottom (M) (1D)
IN_451_102	Dandy B Gloves (M) (1D)
IN_451_103	Dandy B Shoes (M) (1D)
IN_451_104	Sweet Girl A Costume Box (F) (1D)
IN_451_105	Sweet Girl A Top (F) (1D)
IN_451_106	Sweet Girl A Bottom (F) (1D)
IN_451_107	Sweet Girl A Gloves (F) (1D)
IN_451_108	Sweet Girl A Shoes (F) (1D)
IN_451_109	Sweet Girl B Costume Box (F) (1D)
IN_451_110	Sweet Girl B Top (F) (1D)
IN_451_111	Sweet Girl B Bottom (F) (1D)
IN_451_112	Sweet Girl B Gloves (F) (1D)
IN_451_113	Sweet Girl B Shoes (F) (1D)
IN_451_114	Dandy A Costume Box (M) (7D)
IN_451_115	Dandy A Top (M) (7D)
IN_451_116	Dandy A Bottom (M) (7D)
IN_451_117	Dandy A Gloves (M) (7D)
IN_451_118	Dandy A Shoes (M) (7D)
IN_451_119	Dandy B Costume Box (M) (7D)
IN_451_120	Dandy B Top (M) (7D)
IN_451_121	Dandy B Bottom (M) (7D)
IN_451_122	Dandy B Gloves (M) (7D)
IN_451_123	Dandy B Shoes (M) (7D)
IN_451_124	Sweet Girl A Costume Box (F) (7D)
IN_451_125	Sweet Girl A Top (F) (7D)
IN_451_126	Sweet Girl A Bottom (F) (7D)
IN_451_127	Sweet Girl A Gloves (F) (7D)
IN_451_128	Sweet Girl A Shoes (F) (7D)
IN_451_129	Sweet Girl B Costume Box (F) (7D)
IN_451_130	Sweet Girl B Top (F) (7D)
IN_451_131	Sweet Girl B Bottom (F) (7D)
IN_451_132	Sweet Girl B Gloves (F) (7D)
IN_451_133	Sweet Girl B Shoes (F) (7D)
IN_451_134	Swimsuit A Costume (1D) Box
IN_451_135	Swimsuit Hat (1D)
IN_451_136	Swimsuit A Top (1D)
IN_451_137	Swimsuit A Bottom (1D)
IN_451_138	Swimsuit A Shoes (1D)
IN_451_139	Swimsuit A Gloves (1D)
IN_451_140	Swimsuit B Costume (1D) Box
IN_451_141	Swimsuit Hat (1D)
IN_451_142	Swimsuit B Top (1D)
IN_451_143	Swimsuit B Bottom (1D)
IN_451_144	Swimsuit B Shoes (1D)
IN_451_145	Swimsuit B Gloves (1D)
IN_451_146	Swimsuit A Costume (7D) Box
IN_451_147	Swimsuit Hat (7D)
IN_451_148	Swimsuit A Top (7D)
IN_451_149	Swimsuit A Bottom (7D)
IN_451_150	Swimsuit A Shoes (7D)
IN_451_151	Swimsuit A Gloves (7D)
IN_451_152	Swimsuit B Costume (7D) Box
IN_451_153	Swimsuit Hat (7D)
IN_451_154	Swimsuit B Top (7D)
IN_451_155	Swimsuit B Bottom (7D)
IN_451_156	Swimsuit B Shoes (7D)
IN_451_157	Swimsuit B Gloves (7D)
IN_451_158	Industry Complex Certification (3D) Box
IN_451_159	Industry Complex Certification (3D)
IN_451_160	White Wing (Costume) [7D] Box
IN_451_161	Black Wing (Costume) [7D] Box
IN_451_162	Red Wing (Costume) [7D] Box
IN_451_163	Wings of Heaven (Costume) [7D] Box
IN_451_164	White Wing (Costume) [7D]
IN_451_165	Black Wing (Costume) [7D]
IN_451_166	Red Wing (Costume) [7D]
IN_451_167	Wings of Heaven (Costume) [7D]
IN_451_168	Low Red Essence (50P) Box
IN_451_169	Low Red Essence (100P) Box
IN_451_170	General Manual Random Box
IN_451_171	Master Manual Rosary Random Box
IN_451_172	Master Manual Ring Random Box
IN_451_173	Common Manual Ring Random Box
IN_451_174	Hero Manual Random Box
IN_451_175	Hero Manual Rosary Random Box
IN_451_176	Hero Manual Ring Random Box
IN_451_177	Hero Manual Bracelet Random Box
IN_451_178	Legendary Manual Random Box
IN_451_179	Legendary Manual Rosary Random Box
IN_451_180	Legendary Manual Earrings Random Box
IN_451_181	Legendary Manual Bracelet Random Box
IN_451_182	Legendary Manual Belt Random Box
IN_451_183	Legendary Manual Ring Random Box
IN_451_184	Taxi Card (1P)
IN_451_185	Taxi Card (7D)
IN_451_186	Reform Card (5P)
IN_451_187	Reform Card (2P)
IN_451_188	Taxi Card (10P) Box
IN_451_189	EXP Baekho Costume (1D) Box
IN_451_190	EXP Baekho Costume Hat (1D)
IN_451_191	EXP Baekho Costume Top (1D)
IN_451_192	EXP Baekho Costume Pants (1D)
IN_451_193	EXP Baekho Costume Gloves (1D)
IN_451_194	EXP Baekho Costume Shoes (1D)
IN_451_195	EXP Bandalgom Costume (1D) Box
IN_451_196	EXP Bandalgom Costume Hat (1D)
IN_451_197	EXP Bandalgom Costume Top (1D)
IN_451_198	EXP Bandalgom Costume Pants (1D)
IN_451_199	EXP Bandalgom Costume Gloves (1D)
IN_451_200	EXP Bandalgom Costume Shoes (1D)
IN_451_201	EXP Baekho Costume (7D) Box
IN_451_202	EXP Baekho Costume Hat (7D)
IN_451_203	EXP Baekho Costume Top (7D)
IN_451_204	EXP Baekho Costume Pants (7D)
IN_451_205	EXP Baekho Costume Gloves (7D)
IN_451_206	EXP Baekho Costume Shoes (7D)
IN_451_207	EXP Bandalgom Costume (7D) Box
IN_451_208	EXP Bandalgom Costume Hat (7D)
IN_451_209	EXP Bandalgom Costume Top (7D)
IN_451_210	EXP Bandalgom Costume Pants (7D)
IN_451_211	EXP Bandalgom Costume Gloves (7D)
IN_451_212	EXP Bandalgom Costume Shoes (7D)
IN_451_213	5th Anniversary Angel Costume (W) Random Box
IN_451_214	EXP Angel Costume (W) [1D] Box
IN_451_215	EXP Angel Hat (1D)
IN_451_216	EXP Angel Top (1D)
IN_451_217	EXP Angel Pants (1D)
IN_451_218	EXP Angel Gloves (1D)
IN_451_219	EXP Angel Shoes (1D)
IN_451_220	EXP Angel Costume (W) [7D] Box
IN_451_221	EXP Angel Hat (7D)
IN_451_222	EXP Angel Top (7D)
IN_451_223	EXP Angel Pants (7D)
IN_451_224	EXP Angel Gloves (7D)
IN_451_225	EXP Angel Shoes (7D)
IN_451_226	Angel Costume (W) [Permanent] Box
IN_451_227	Angel Hat (Permanent)
IN_451_228	Angel Top (Permanent)
IN_451_229	Angel Pants (Permanent)
IN_451_230	Angel Gloves (Permanent)
IN_451_231	Angel Shoes (Permanent)
IN_451_232	5th Anniversary Devil Costume (M) Random Box
IN_451_233	EXP Devil Costume (M) [1D] Box
IN_451_234	EXP Devil Hat (1D)
IN_451_235	EXP Devil Top (1D)
IN_451_236	EXP Devil Pants (1D)
IN_451_237	EXP Devil Gloves (1D)
IN_451_238	EXP Devil Shoes (1D)
IN_451_239	EXP Devil Costume (M) [7D] Box
IN_451_240	EXP Devil Hat (7D)
IN_451_241	EXP Devil Top (7D)
IN_451_242	EXP Devil Pants (7D)
IN_451_243	EXP Devil Gloves (7D)
IN_451_244	EXP Devil Shoes (7D)
IN_451_245	Devil Costume (M) [Permanent] Box
IN_451_246	Devil Hat (Permanent)
IN_451_247	Devil Top (Permanent)
IN_451_248	Devil Pants (Permanent)
IN_451_249	Devil Gloves (Permanent)
IN_451_250	Devil Shoes (Permanent)
IN_451_251	5th Year Memorial Random Box
IN_451_252	EXP Random Lunch Box [10]
IN_451_253	Reform Card (10P)
IN_451_254	50 P card
IN_451_255	Premium Entry Ticket (3P) Box
IN_451_256	Inventory Expansion Card (2P) Box
IN_451_257	Inventory Expansion Card
IN_451_258	Super Car Reventon
IN_451_259	Marching Band Hat
IN_451_260	Premium Entry Ticket Box
IN_451_261	Gold box
IN_451_262	Recharge Reward Package A
IN_451_263	Recharge Reward Package B
IN_451_264	Recharge Reward Package C
IN_451_265	Recharge Reward Package D
IN_451_266	Reform Card & Double Sealed Card Box
IN_451_267	Sealed Card & Double Sealed Card Box
IN_451_268	Double Sealed Card (2P) Box
IN_451_269	Ran World Loyalty Box I
IN_451_270	Sealed Card (2P) Box
IN_451_271	Reform Card
IN_451_272	Sealed Card
IN_451_273	Double Sealed Card
IN_451_274	Reform Card
IN_451_275	Sealed Card
IN_451_276	Double Sealed Card
IN_451_277	Grade II Random Box
IN_451_278	Grade III Random Box
IN_451_279	Grade IV Random Box
IN_451_280	Sheep Warrior Costume (30D) Box
IN_451_281	Sheep Warrior Costume (30D) (Head)
IN_451_282	Sheep Warrior Costume (30D) (Top)
IN_451_283	Sheep Warrior Costume (30D) (Pants)
IN_451_284	Sheep Warrior Costume (30D) (Gloves)
IN_451_285	Sheep Warrior Costume (30D) (Shoes)
IN_451_286	Sheep Warrior Costume (180D) Box
IN_451_287	Sheep Warrior Costume (180D) (Head)
IN_451_288	Sheep Warrior Costume (180D) (Top)
IN_451_289	Sheep Warrior Costume (180D) (Pants)
IN_451_290	Sheep Warrior Costume (180D) (Gloves)
IN_451_291	Sheep Warrior Costume (180D) (Shoes)
IN_451_292	Cloudy Board(365D) Box
IN_451_293	Cloudy Board(365D)
IN_451_294	VIP Random Box
IN_451_295	Finest Range Grindstone (+1) Box
IN_451_296	Finest Range Coating Oil (+1) Box
IN_451_297	Safeguard Rosary (10 Minutes) Box
IN_451_298	Safeguard Rosary (10 Minutes)
IN_451_299	Safeguard Rosary (30 Minutes) Box
IN_451_300	Safeguard Rosary (30 Minutes)
IN_451_301	1`000 Pcard (Tradable) Box
IN_451_302	1`000 Pcard (Tradable)
IN_451_303	3`000 Pcard (Tradable) Box
IN_451_304	3`000 Pcard (Tradable)
IN_451_305	5`000 Pcard (Tradable) Box
IN_451_306	5`000 Pcard (Tradable)
IN_451_307	APU (Z) Weapon Exchange Ticket
IN_451_308	New Brand Sports Car (365D) Box
IN_451_309	Cake (Defense)
IN_451_310	Cake (Attack)
IN_451_311	Cake (EXP)
IN_451_312	Golden Keyboard (365D) Box
IN_451_313	Golden Keyboard (365D)
IN_451_314	Hyper Force (365D) Box
IN_451_315	Hyper Force (365D)
IN_451_316	Safeguard Rosary (M)
IN_451_317	Ring of Blaze (1H) Box
IN_451_318	Ring of Blaze (1H)
IN_451_319	Blazing Necklace (1H) Box
IN_451_320	Blazing Necklace (1H)
IN_451_321	48 P Card
IN_451_322	98 P Card
IN_452_000	GS_Raid Item
IN_452_001	ⓢBurr(4)
IN_452_002	ⓢProtection Potion(4)
IN_452_003	ⓢFine burr(2)
IN_452_004	ⓢLuxury Protection Potion(2)
IN_452_005	ⓢSpecial Vambrace of Assailant (Soul) (7D)
IN_452_006	ⓢSpecial Heavy Vambrace of Assailant (Soul) (7D)
IN_452_007	ⓢSpecial Vital Vambrace of Assailant (Soul) (7D)
IN_452_008	ⓢSpecial Vital Vambrace of Assailant (Soul) (7D)
IN_452_009	ⓢSpecial Azure Sword (Soul) (7D)
IN_452_010	ⓢSpecial Azure Sword (Soul) (7D)
IN_452_011	ⓢSpecial Vital Azure Sword (Soul) (7D)
IN_452_012	ⓢSpecial Vital Azure Sword (Soul) (7D)
IN_452_013	ⓢSpecial Seven Blade (Soul) (7D)
IN_452_014	ⓢSpecial General Meck's Bow (Soul) (7D)
IN_452_015	ⓢSpecial Cannon Bow (Soul) (7D)
IN_452_016	ⓢSpecial Cannon Bow (Soul) (7D)
IN_452_017	ⓢSpecial Vital Cannon Bow (Soul) (7D)
IN_452_018	ⓢSpecial Vital Cannon Bow (Soul) (7D)
IN_452_019	ⓢSpecial Hermit's Aero Spear (Soul) (7D)
IN_452_020	ⓢSpecial Hermit's Aero Spear (Soul) (7D)
IN_452_021	ⓢSpecial Staff of Soul Ravager (Soul) (7D)
IN_452_022	ⓢSpecial Blast Gun (Soul) (7D)
IN_452_023	ⓢSpecial Magnetic Railgun (Soul) (7D)
IN_452_024	ⓢSpecial Magnetic Portal Gun (Soul) (7D)
IN_452_025	ⓢRange Grindstone (+1 ~ +6)
IN_452_026	ⓢRange Grindstone (+2 ~ +6)
IN_452_027	ⓢRange Grindstone (+2 ~ +7)
IN_452_028	ⓢRange Grindstone (+3 ~ +7)
IN_452_029	ⓢRange Grindstone (+3 ~ +8)
IN_452_030	ⓢRange Grindstone (+3 ~ +9)
IN_452_031	ⓢRange Grindstone (+4 ~ +7)
IN_452_032	ⓢRange Grindstone (+4 ~ +8)
IN_452_033	ⓢRange Grindstone (+4 ~ +9)
IN_452_034	ⓢRange Grindstone (+5 ~ +7)
IN_452_035	ⓢRange Grindstone (+5 ~ +8)
IN_452_036	ⓢRange Grindstone (+5 ~ +9)
IN_452_037	ⓢRange Grindstone (+5 ~ +10)
IN_452_038	ⓢRange Grindstone (+6 ~ +9)
IN_452_039	ⓢRange Grindstone (+6 ~ +10)
IN_452_040	ⓢSpecial Vambrace of Assailant (Soul) (7D)
IN_452_041	ⓢSpecial Heavy Vambrace of Assailant (Soul) (7D)
IN_452_042	ⓢSpecial Vital Vambrace of Assailant (Soul) (7D)
IN_452_043	ⓢSpecial Vital Vambrace of Assailant (Soul) (7D)
IN_452_044	ⓢSpecial Azure Sword (Soul) (7D)
IN_452_045	ⓢSpecial Azure Sword (Soul) (7D)
IN_452_046	ⓢSpecial Vital Azure Sword (Soul) (7D)
IN_452_047	ⓢSpecial Vital Azure Sword (Soul) (7D)
IN_452_048	ⓢSpecial Seven Blade (Soul) (7D)
IN_452_049	ⓢSpecial General Meck's Bow (Soul) (7D)
IN_452_050	ⓢSpecial Cannon Bow (Soul) (7D)
IN_452_051	ⓢSpecial Cannon Bow (Soul) (7D)
IN_452_052	ⓢSpecial Vital Cannon Bow (Soul) (7D)
IN_452_053	ⓢSpecial Vital Cannon Bow (Soul) (7D)
IN_452_054	ⓢSpecial Hermit's Aero Spear (Soul) (7D)
IN_452_055	ⓢSpecial Hermit's Aero Spear (Soul) (7D)
IN_452_056	ⓢSpecial Staff of Soul Ravager (Soul) (7D)
IN_452_057	ⓢSpecial Blast Gun (Soul) (7D)
IN_452_058	ⓢSpecial Magnetic Railgun (Soul) (7D)
IN_452_059	ⓢSpecial Magnetic Portal Gun (Soul) (7D)
IN_452_060	ⓢPET Skill Scroll Box
IN_452_061	ⓢSiberian Husky Costume Box
IN_452_062	ⓢWhite Baby Tiger Costume Box
IN_452_063	ⓢRanny Bear Costume Box
IN_452_064	ⓢOwl Costume Box
IN_452_065	ⓢParrot Costume Box
IN_452_066	ⓢPET Skin Card Box
IN_452_067	ⓢPET Beauty Box
IN_452_068	ⓢBike Engine Box
IN_452_069	ⓢBike Handle Box
IN_452_070	ⓢBike Tire Box
IN_452_071	ⓢBike Evolution Box
IN_452_072	ⓢSpecial Costume Box
IN_452_073	ⓢPET Style Card
IN_452_074	ⓢPET Color Card
IN_452_075	ⓢPET Name Card
IN_452_076	ⓢPET Box
IN_452_077	ⓢTurtle Card
IN_452_078	ⓢSiberian Husky Card
IN_452_079	ⓢWhite Baby Tiger Card
IN_452_080	ⓢRanny Bear Card
IN_452_081	ⓢRanny Owl Card (Permanent)
IN_452_082	ⓢRanny Parrot Card (Permanent)
IN_452_083	ⓢScroll of PET Collect Enhancer
IN_452_084	ⓢScroll of PET Collect Rare
IN_452_085	ⓢScroll of PET Collect Potion
IN_452_086	ⓢScroll of PET Defense Aid
IN_452_087	ⓢScroll of PET Attack Aid
IN_452_088	ⓢScroll of PET Collect Gold
IN_452_089	ⓢScroll of PET Collect All
IN_452_090	ⓢScroll of PET Take Potion
IN_452_091	ⓢScroll of PET Rejuvenation
IN_452_092	ⓢScroll of PET HP Recovery
IN_452_093	ⓢPET Dual Skill Card
IN_452_094	ⓢBike box
IN_452_095	ⓢSignus
IN_452_096	ⓢActive Scooter
IN_452_097	ⓢHyper Force
IN_452_098	ⓢFree Wing Scooter
IN_452_099	ⓢBike Booster Card Box
IN_452_100	ⓢActive Booster Card
IN_452_101	ⓢHyper-Force Booster Card
IN_452_102	ⓢSignus booster card
IN_452_103	ⓢSpecial Nobody Box
IN_452_104	ⓢNobody Box(Pink)(7D)
IN_452_105	ⓢNobody Top(Pink)(7D)
IN_452_106	ⓢNobody Bottom(Pink)(7D)
IN_452_107	ⓢNobody Gloves(Pink)(7D)
IN_452_108	ⓢNobody Shoes(Pink)(7D)
IN_452_109	ⓢNobody Box(Red)(7D)
IN_452_110	ⓢNobody Top(Red)(7D)
IN_452_111	ⓢNobody Bottom(Red)(7D)
IN_452_112	ⓢNobody Gloves(Red)(7D)
IN_452_113	ⓢNobody Shoes(Red)(7D)
IN_452_114	ⓢNobody Box(Gold)(7D)
IN_452_115	ⓢNobody Top(Gold)(7D)
IN_452_116	ⓢNobody Bottom(Gold)(7D)
IN_452_117	ⓢNobody Gloves(Gold)(7D)
IN_452_118	ⓢNobody Shoes(Gold)(7D)
IN_452_119	ⓢNobody Box(Silver)(7D)
IN_452_120	ⓢNobody Top(Silver)(7D)
IN_452_121	ⓢNobody Bottom(Silver)(7D)
IN_452_122	ⓢNobody Gloves(Silver)(7D)
IN_452_123	ⓢNobody Shoes(Silver)(7D)
IN_452_124	ⓢSpecial Party Box
IN_452_125	ⓢParty Suit (M) A Set(7D)
IN_452_126	ⓢParty Suit (M) A (Top)(7D)
IN_452_127	ⓢParty Suit (M) A (Bottom)(7D)
IN_452_128	ⓢParty Suit (M) A (Shoes)(7D)
IN_452_129	ⓢParty Suit (M) B Set(7D)
IN_452_130	ⓢParty Suit (M) B (Top)(7D)
IN_452_131	ⓢParty Suit (M) B (Bottom)(7D)
IN_452_132	ⓢParty Suit (M) B (Shoes)(7D)
IN_452_133	ⓢParty Suit (M) C Set(7D)
IN_452_134	ⓢParty Suit (M) C (Top)(7D)
IN_452_135	ⓢParty Suit (M) C (Bottom)(7D)
IN_452_136	ⓢParty Suit (M) C (Shoes)(7D)
IN_452_137	ⓢParty Dress (F) A Set(7D)
IN_452_138	ⓢParty Dress (F) A (Top)(7D)
IN_452_139	ⓢParty Dress (F) A (Bottom)(7D)
IN_452_140	ⓢParty Dress (F) A (Shoes)(7D)
IN_452_141	ⓢParty Dress (F) B Set(7D)
